timestamp,latitude,longitude
0.0,10.805232,106.737161
0.5,10.805268777777778,106.7371889111111
1.0,10.805305555555556,106.73721682222222
1.5,10.805342333333334,106.73724473333333
2.0,10.805379111111112,106.73727264444445
2.5,10.80541588888889,106.73730055555555
3.0,10.805452666666667,106.73732846666667
3.5,10.805489444444445,106.73735637777777
4.0,10.805526222222221,106.73738428888889
4.5,10.805563,106.7374122
5.0,10.805599777777777,106.73744011111111
5.5,10.805636555555555,106.73746802222222
6.0,10.805673333333333,106.73749593333334
6.5,10.805710111111111,106.73752384444444
7.0,10.805746888888889,106.73755175555556
7.5,10.805783666666667,106.73757966666666
8.0,10.805820444444445,106.73760757777778
8.5,10.805857222222222,106.73763548888888
9.0,10.805894,106.7376634
9.5,10.805930777777778,106.7376913111111
10.0,10.805967555555556,106.73771922222222
10.5,10.806004333333334,106.73774713333333
11.0,10.806041111111112,106.73777504444445
11.5,10.806077888888888,106.73780295555555
12.0,10.806114666666666,106.73783086666667
12.5,10.806151444444444,106.73785877777777
13.0,10.806188222222222,106.73788668888889
13.5,10.806225,106.7379146
14.0,10.806261777777777,106.73794251111111
14.5,10.806298555555555,106.73797042222222
15.0,10.806335333333333,106.73799833333334
15.5,10.806372111111111,106.73802624444444
16.0,10.806408888888889,106.73805415555556
16.5,10.806445666666667,106.73808206666666
17.0,10.806482444444445,106.73810997777778
17.5,10.806519222222223,106.73813788888889
18.0,10.806556,106.7381658
18.5,10.806592777777778,106.73819371111111
19.0,10.806629555555554,106.73822162222223
19.5,10.806666333333332,106.73824953333333
20.0,10.80670311111111,106.73827744444445
20.5,10.806739888888888,106.73830535555555
21.0,10.806776666666666,106.73833326666667
21.5,10.806813444444444,106.73836117777778
22.0,10.806850222222222,106.7383890888889
22.5,10.806887,106.738417
